utt_id,emotion,session,wav_path
Ses02F_script03_2_F031,ang,Session2,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session2/sentences/wav/Ses02F_script03_2/Ses02F_script03_2_F031.wav
Ses02F_script03_2_F034,ang,Session2,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session2/sentences/wav/Ses02F_script03_2/Ses02F_script03_2_F034.wav
Ses02F_script03_2_F035,ang,Session2,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session2/sentences/wav/Ses02F_script03_2/Ses02F_script03_2_F035.wav
Ses02F_script03_2_F036,ang,Session2,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session2/sentences/wav/Ses02F_script03_2/Ses02F_script03_2_F036.wav
Ses02F_script03_2_F037,ang,Session2,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session2/sentences/wav/Ses02F_script03_2/Ses02F_script03_2_F037.wav
Ses02F_script03_2_F038,ang,Session2,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session2/sentences/wav/Ses02F_script03_2/Ses02F_script03_2_F038.wav
Ses02F_script03_2_F039,ang,Session2,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session2/sentences/wav/Ses02F_script03_2/Ses02F_script03_2_F039.wav
Ses02F_script03_2_F040,ang,Session2,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session2/sentences/wav/Ses02F_script03_2/Ses02F_script03_2_F040.wav
Ses02F_script03_2_F041,ang,Session2,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session2/sentences/wav/Ses02F_script03_2/Ses02F_script03_2_F041.wav
Ses02F_script03_2_F042,ang,Session2,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session2/sentences/wav/Ses02F_script03_2/Ses02F_script03_2_F042.wav
Ses02F_script03_2_F043,ang,Session2,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session2/sentences/wav/Ses02F_script03_2/Ses02F_script03_2_F043.wav
Ses02F_script03_2_M000,neu,Session2,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session2/sentences/wav/Ses02F_script03_2/Ses02F_script03_2_M000.wav
Ses02F_script03_2_M001,neu,Session2,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session2/sentences/wav/Ses02F_script03_2/Ses02F_script03_2_M001.wav
Ses02F_script03_2_M006,ang,Session2,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session2/sentences/wav/Ses02F_script03_2/Ses02F_script03_2_M006.wav
Ses02F_script03_2_M007,ang,Session2,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session2/sentences/wav/Ses02F_script03_2/Ses02F_script03_2_M007.wav
Ses02F_script03_2_M009,neu,Session2,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session2/sentences/wav/Ses02F_script03_2/Ses02F_script03_2_M009.wav
Ses02F_script03_2_M011,neu,Session2,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session2/sentences/wav/Ses02F_script03_2/Ses02F_script03_2_M011.wav
Ses02F_script03_2_M013,ang,Session2,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session2/sentences/wav/Ses02F_script03_2/Ses02F_script03_2_M013.wav
Ses02F_script03_2_M027,ang,Session2,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session2/sentences/wav/Ses02F_script03_2/Ses02F_script03_2_M027.wav
Ses02F_script03_2_M030,ang,Session2,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session2/sentences/wav/Ses02F_script03_2/Ses02F_script03_2_M030.wav
Ses02F_script03_2_M036,ang,Session2,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session2/sentences/wav/Ses02F_script03_2/Ses02F_script03_2_M036.wav
Ses02F_script03_2_M037,ang,Session2,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session2/sentences/wav/Ses02F_script03_2/Ses02F_script03_2_M037.wav
Ses02F_script03_2_M038,ang,Session2,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session2/sentences/wav/Ses02F_script03_2/Ses02F_script03_2_M038.wav
Ses02F_script03_2_M039,ang,Session2,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session2/sentences/wav/Ses02F_script03_2/Ses02F_script03_2_M039.wav
Ses02F_script03_2_M041,ang,Session2,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session2/sentences/wav/Ses02F_script03_2/Ses02F_script03_2_M041.wav
Ses02F_script03_2_M042,ang,Session2,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session2/sentences/wav/Ses02F_script03_2/Ses02F_script03_2_M042.wav
Ses02F_script03_2_M043,ang,Session2,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session2/sentences/wav/Ses02F_script03_2/Ses02F_script03_2_M043.wav
Ses02F_script03_2_M044,ang,Session2,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session2/sentences/wav/Ses02F_script03_2/Ses02F_script03_2_M044.wav
Ses02F_script03_2_M045,ang,Session2,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session2/sentences/wav/Ses02F_script03_2/Ses02F_script03_2_M045.wav
Ses02F_script03_2_M046,ang,Session2,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session2/sentences/wav/Ses02F_script03_2/Ses02F_script03_2_M046.wav
Ses02F_script03_2_M047,ang,Session2,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session2/sentences/wav/Ses02F_script03_2/Ses02F_script03_2_M047.wav
Ses02M_impro01_F000,neu,Session2,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro01/Ses02M_impro01_F000.wav
Ses02M_impro01_F001,neu,Session2,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro01/Ses02M_impro01_F001.wav
Ses02M_impro01_F002,neu,Session2,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro01/Ses02M_impro01_F002.wav
Ses02M_impro01_F003,neu,Session2,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro01/Ses02M_impro01_F003.wav
Ses02M_impro01_F004,neu,Session2,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro01/Ses02M_impro01_F004.wav
Ses02M_impro01_F005,neu,Session2,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro01/Ses02M_impro01_F005.wav
Ses02M_impro01_F006,neu,Session2,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro01/Ses02M_impro01_F006.wav
Ses02M_impro01_F015,neu,Session2,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro01/Ses02M_impro01_F015.wav
Ses02M_impro01_F016,neu,Session2,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro01/Ses02M_impro01_F016.wav
Ses02M_impro01_M001,neu,Session2,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro01/Ses02M_impro01_M001.wav
Ses02M_impro01_M002,neu,Session2,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro01/Ses02M_impro01_M002.wav
Ses02M_impro01_M003,neu,Session2,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro01/Ses02M_impro01_M003.wav
Ses02M_impro01_M004,neu,Session2,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro01/Ses02M_impro01_M004.wav
Ses02M_impro01_M005,neu,Session2,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro01/Ses02M_impro01_M005.wav
Ses02M_impro01_M007,ang,Session2,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro01/Ses02M_impro01_M007.wav
Ses02M_impro01_M008,ang,Session2,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro01/Ses02M_impro01_M008.wav
Ses02M_impro01_M009,ang,Session2,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro01/Ses02M_impro01_M009.wav
Ses02M_impro01_M010,ang,Session2,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro01/Ses02M_impro01_M010.wav
Ses02M_impro01_M011,ang,Session2,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro01/Ses02M_impro01_M011.wav
Ses02M_impro01_M018,ang,Session2,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro01/Ses02M_impro01_M018.wav
Ses02M_impro01_M019,ang,Session2,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro01/Ses02M_impro01_M019.wav
Ses02M_impro02_F000,sad,Session2,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro02/Ses02M_impro02_F000.wav
Ses02M_impro02_F001,sad,Session2,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro02/Ses02M_impro02_F001.wav
Ses02M_impro02_F002,sad,Session2,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro02/Ses02M_impro02_F002.wav
Ses02M_impro02_F003,sad,Session2,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro02/Ses02M_impro02_F003.wav
Ses02M_impro02_F004,sad,Session2,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro02/Ses02M_impro02_F004.wav
Ses02M_impro02_F005,sad,Session2,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro02/Ses02M_impro02_F005.wav
Ses02M_impro02_F006,sad,Session2,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro02/Ses02M_impro02_F006.wav
Ses02M_impro02_F007,sad,Session2,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro02/Ses02M_impro02_F007.wav
Ses02M_impro02_F008,sad,Session2,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro02/Ses02M_impro02_F008.wav
Ses02M_impro02_F009,sad,Session2,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro02/Ses02M_impro02_F009.wav
Ses02M_impro02_F010,sad,Session2,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro02/Ses02M_impro02_F010.wav
Ses02M_impro02_F012,sad,Session2,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro02/Ses02M_impro02_F012.wav
Ses02M_impro02_F013,sad,Session2,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro02/Ses02M_impro02_F013.wav
Ses02M_impro02_F014,sad,Session2,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro02/Ses02M_impro02_F014.wav
Ses02M_impro02_M000,sad,Session2,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro02/Ses02M_impro02_M000.wav
Ses02M_impro02_M001,sad,Session2,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro02/Ses02M_impro02_M001.wav
Ses02M_impro02_M002,sad,Session2,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro02/Ses02M_impro02_M002.wav
Ses02M_impro02_M007,sad,Session2,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro02/Ses02M_impro02_M007.wav
Ses02M_impro02_M008,sad,Session2,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro02/Ses02M_impro02_M008.wav
Ses02M_impro02_M009,sad,Session2,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro02/Ses02M_impro02_M009.wav
Ses02M_impro02_M013,sad,Session2,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro02/Ses02M_impro02_M013.wav
Ses02M_impro02_M014,neu,Session2,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro02/Ses02M_impro02_M014.wav
Ses02M_impro02_M017,sad,Session2,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro02/Ses02M_impro02_M017.wav
Ses02M_impro02_M018,sad,Session2,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro02/Ses02M_impro02_M018.wav
Ses02M_impro03_M010,hap,Session2,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro03/Ses02M_impro03_M010.wav
Ses02M_impro03_M011,hap,Session2,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro03/Ses02M_impro03_M011.wav
Ses02M_impro03_M012,hap,Session2,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro03/Ses02M_impro03_M012.wav
Ses02M_impro03_M014,hap,Session2,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro03/Ses02M_impro03_M014.wav
Ses02M_impro03_M015,hap,Session2,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro03/Ses02M_impro03_M015.wav
Ses02M_impro03_M017,hap,Session2,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro03/Ses02M_impro03_M017.wav
Ses02M_impro03_M021,hap,Session2,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro03/Ses02M_impro03_M021.wav
Ses02M_impro03_M027,hap,Session2,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro03/Ses02M_impro03_M027.wav
Ses02M_impro03_M028,hap,Session2,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro03/Ses02M_impro03_M028.wav
Ses02M_impro03_M031,hap,Session2,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro03/Ses02M_impro03_M031.wav
Ses02M_impro04_F000,neu,Session2,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro04/Ses02M_impro04_F000.wav
Ses02M_impro04_F001,neu,Session2,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro04/Ses02M_impro04_F001.wav
Ses02M_impro04_F002,neu,Session2,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro04/Ses02M_impro04_F002.wav
Ses02M_impro04_F003,neu,Session2,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro04/Ses02M_impro04_F003.wav
Ses02M_impro04_F004,neu,Session2,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro04/Ses02M_impro04_F004.wav
Ses02M_impro04_F005,neu,Session2,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro04/Ses02M_impro04_F005.wav
Ses02M_impro04_F006,neu,Session2,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro04/Ses02M_impro04_F006.wav
Ses02M_impro04_F007,neu,Session2,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro04/Ses02M_impro04_F007.wav
Ses02M_impro04_F008,neu,Session2,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro04/Ses02M_impro04_F008.wav
Ses02M_impro04_F009,sad,Session2,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro04/Ses02M_impro04_F009.wav
Ses02M_impro04_F010,neu,Session2,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro04/Ses02M_impro04_F010.wav
Ses02M_impro04_F011,neu,Session2,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro04/Ses02M_impro04_F011.wav
Ses02M_impro04_F012,neu,Session2,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro04/Ses02M_impro04_F012.wav
Ses02M_impro04_F014,neu,Session2,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro04/Ses02M_impro04_F014.wav
Ses02M_impro04_F015,neu,Session2,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro04/Ses02M_impro04_F015.wav
Ses02M_impro04_F016,neu,Session2,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro04/Ses02M_impro04_F016.wav
Ses02M_impro04_M014,sad,Session2,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro04/Ses02M_impro04_M014.wav
Ses02M_impro04_M019,ang,Session2,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro04/Ses02M_impro04_M019.wav
Ses02M_impro04_M022,sad,Session2,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro04/Ses02M_impro04_M022.wav
Ses02M_impro05_F000,neu,Session2,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro05/Ses02M_impro05_F000.wav
Ses02M_impro05_F001,neu,Session2,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro05/Ses02M_impro05_F001.wav
Ses02M_impro05_F002,neu,Session2,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro05/Ses02M_impro05_F002.wav
Ses02M_impro05_F003,neu,Session2,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro05/Ses02M_impro05_F003.wav
Ses02M_impro05_F004,neu,Session2,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro05/Ses02M_impro05_F004.wav
Ses02M_impro05_F005,neu,Session2,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro05/Ses02M_impro05_F005.wav
Ses02M_impro05_F006,neu,Session2,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro05/Ses02M_impro05_F006.wav
Ses02M_impro05_F007,neu,Session2,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro05/Ses02M_impro05_F007.wav
Ses02M_impro05_F008,neu,Session2,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro05/Ses02M_impro05_F008.wav
Ses02M_impro05_F009,neu,Session2,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro05/Ses02M_impro05_F009.wav
Ses02M_impro05_F010,neu,Session2,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro05/Ses02M_impro05_F010.wav
Ses02M_impro05_F011,neu,Session2,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro05/Ses02M_impro05_F011.wav
Ses02M_impro05_F012,neu,Session2,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro05/Ses02M_impro05_F012.wav
Ses02M_impro05_F013,neu,Session2,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro05/Ses02M_impro05_F013.wav
Ses02M_impro05_F014,neu,Session2,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro05/Ses02M_impro05_F014.wav
Ses02M_impro05_F015,neu,Session2,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro05/Ses02M_impro05_F015.wav
Ses02M_impro05_F016,neu,Session2,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro05/Ses02M_impro05_F016.wav
Ses02M_impro05_F017,neu,Session2,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro05/Ses02M_impro05_F017.wav
Ses02M_impro05_F018,neu,Session2,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro05/Ses02M_impro05_F018.wav
Ses02M_impro05_F019,neu,Session2,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro05/Ses02M_impro05_F019.wav
Ses02M_impro05_F020,neu,Session2,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro05/Ses02M_impro05_F020.wav
Ses02M_impro05_F021,neu,Session2,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro05/Ses02M_impro05_F021.wav
Ses02M_impro05_F023,neu,Session2,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro05/Ses02M_impro05_F023.wav
Ses02M_impro05_F024,neu,Session2,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro05/Ses02M_impro05_F024.wav
Ses02M_impro05_F025,neu,Session2,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro05/Ses02M_impro05_F025.wav
Ses02M_impro05_F026,neu,Session2,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro05/Ses02M_impro05_F026.wav
Ses02M_impro05_M000,neu,Session2,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro05/Ses02M_impro05_M000.wav
Ses02M_impro05_M001,neu,Session2,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro05/Ses02M_impro05_M001.wav
Ses02M_impro05_M002,neu,Session2,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro05/Ses02M_impro05_M002.wav
Ses02M_impro05_M003,neu,Session2,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro05/Ses02M_impro05_M003.wav
Ses02M_impro05_M013,ang,Session2,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro05/Ses02M_impro05_M013.wav
Ses02M_impro05_M016,ang,Session2,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro05/Ses02M_impro05_M016.wav
Ses02M_impro05_M018,ang,Session2,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro05/Ses02M_impro05_M018.wav
Ses02M_impro05_M025,ang,Session2,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro05/Ses02M_impro05_M025.wav
Ses02M_impro05_M026,ang,Session2,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro05/Ses02M_impro05_M026.wav
Ses02M_impro06_F002,sad,Session2,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro06/Ses02M_impro06_F002.wav
Ses02M_impro06_F003,sad,Session2,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro06/Ses02M_impro06_F003.wav
Ses02M_impro06_F004,sad,Session2,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro06/Ses02M_impro06_F004.wav
Ses02M_impro06_F005,sad,Session2,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro06/Ses02M_impro06_F005.wav
Ses02M_impro06_F006,sad,Session2,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro06/Ses02M_impro06_F006.wav
Ses02M_impro06_F007,sad,Session2,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro06/Ses02M_impro06_F007.wav
Ses02M_impro06_F008,sad,Session2,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro06/Ses02M_impro06_F008.wav
Ses02M_impro06_F009,sad,Session2,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro06/Ses02M_impro06_F009.wav
Ses02M_impro06_F010,sad,Session2,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro06/Ses02M_impro06_F010.wav
Ses02M_impro06_F011,sad,Session2,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro06/Ses02M_impro06_F011.wav
Ses02M_impro06_F012,sad,Session2,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro06/Ses02M_impro06_F012.wav
Ses02M_impro06_F013,sad,Session2,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro06/Ses02M_impro06_F013.wav
Ses02M_impro06_F014,sad,Session2,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro06/Ses02M_impro06_F014.wav
Ses02M_impro06_F015,sad,Session2,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro06/Ses02M_impro06_F015.wav
Ses02M_impro06_F016,sad,Session2,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro06/Ses02M_impro06_F016.wav
Ses02M_impro06_F017,sad,Session2,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro06/Ses02M_impro06_F017.wav
Ses02M_impro06_F018,sad,Session2,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro06/Ses02M_impro06_F018.wav
Ses02M_impro06_M000,sad,Session2,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro06/Ses02M_impro06_M000.wav
Ses02M_impro06_M001,sad,Session2,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro06/Ses02M_impro06_M001.wav
Ses02M_impro06_M002,sad,Session2,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro06/Ses02M_impro06_M002.wav
Ses02M_impro06_M003,sad,Session2,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro06/Ses02M_impro06_M003.wav
Ses02M_impro06_M004,sad,Session2,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro06/Ses02M_impro06_M004.wav
Ses02M_impro06_M005,sad,Session2,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro06/Ses02M_impro06_M005.wav
